occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
1278890,occ,,,169779,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278892,occ,,,169779,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Late Aptian,Early Albian,119.5,109.9,55420
1278901,occ,,,169780,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278902,occ,,,169780,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Late Aptian,Early Albian,119.5,109.9,55420
1278914,occ,,,169781,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278927,occ,,,169782,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278938,occ,,,169783,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278952,occ,,,169785,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278961,occ,,,169786,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1278962,occ,,,169786,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278963,occ,,,169786,Klukisporites pseudoreticulatus,species,321451,,Klukisporites pseudoreticulatus,species,321451,Late Aptian,Early Albian,119.5,109.9,55420
1278974,occ,,,169787,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1278976,occ,,,169787,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278978,occ,,,169787,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Aptian,Early Albian,119.5,109.9,55420
1278991,occ,,,169788,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Late Aptian,Early Albian,119.5,109.9,55420
1278992,occ,,,169788,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1278993,occ,,,169788,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1278994,occ,,,169788,Klukisporites pseudoreticulatus,species,321451,,Klukisporites pseudoreticulatus,species,321451,Late Aptian,Early Albian,119.5,109.9,55420
1279005,occ,,,169789,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Late Aptian,Early Albian,119.5,109.9,55420
1279006,occ,,,169789,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279014,occ,,,169790,Pilosisporites trichopapillosus,species,276490,,Pilosisporites trichopapillosus,species,276490,Late Aptian,Early Albian,119.5,109.9,55420
1279015,occ,,,169790,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279024,occ,,,169791,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1279025,occ,,,169791,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279026,occ,,,169791,Klukisporites pseudoreticulatus,species,321451,,Klukisporites pseudoreticulatus,species,321451,Late Aptian,Early Albian,119.5,109.9,55420
1279034,occ,,,169792,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279041,occ,,,169793,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1279042,occ,,,169793,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279058,occ,,,169796,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1279067,occ,,,169797,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279075,occ,,,169798,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1279276,occ,,,169802,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279322,occ,,,169807,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1279336,occ,,,169808,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Aptian,Early Albian,119.5,109.9,55420
1279346,occ,,,169809,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1279428,occ,,,169814,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,Early Albian,119.5,109.9,55420
1279435,occ,,,169815,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1279453,occ,,,169816,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Aptian,,119.5,113,55420
1279470,occ,,,169817,Collarisporites fuscus,species,321441,,Collarisporites fuscus,species,321441,Late Aptian,,119.5,113,55420
1279478,occ,,,169818,Echinatisporis varispinosus,species,321447,,Echinatisporis varispinosus,species,321447,Late Aptian,,119.5,113,55420
1279509,occ,,,169821,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Aptian,,119.5,113,55420
1279520,occ,,,169822,Klukisporites pseudoreticulatus,species,321451,,Klukisporites pseudoreticulatus,species,321451,Late Aptian,,119.5,113,55420
1279523,occ,,,169822,Echinatisporis varispinosus,species,321447,,Echinatisporis varispinosus,species,321447,Late Aptian,,119.5,113,55420
1279543,occ,,,169824,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279544,occ,,,169824,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,55420
1279558,occ,,,169825,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279559,occ,,,169825,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,55420
1279571,occ,,,169826,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279572,occ,,,169826,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Aptian,,119.5,113,55420
1279581,occ,,,169827,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,55420
1279593,occ,,,169828,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279594,occ,,,169828,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,55420
1279601,occ,,,169828,Crybelosporites pannuceus,species,321444,,Crybelosporites pannuceus,species,321444,Late Aptian,,119.5,113,55420
1279614,occ,,,169831,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Aptian,,119.5,113,55420
1279621,occ,,,169831,Crybelosporites pannuceus,species,321444,,Crybelosporites pannuceus,species,321444,Late Aptian,,119.5,113,55420
1279636,occ,,,169834,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279637,occ,,,169834,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,55420
1279649,occ,,,169835,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,55420
1279650,occ,,,169835,Klukisporites foveolatus,species,276485,,Klukisporites foveolatus,species,276485,Late Aptian,,119.5,113,55420
1279656,occ,,,169835,Crybelosporites pannuceus,species,321444,,Crybelosporites pannuceus,species,321444,Late Aptian,,119.5,113,55420
1279659,occ,,,169835,Cicatricosisporites microstriatus,species,277935,,Cicatricosisporites microstriatus,species,277935,Late Aptian,,119.5,113,55420
1279663,occ,,,169837,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279671,occ,,,169838,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279672,occ,,,169838,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,,119.5,113,55420
1279685,occ,,,169843,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279695,occ,,,169846,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279706,occ,,,169848,Matonisporites silvai,species,321452,,Matonisporites silvai,species,321452,Late Aptian,,119.5,113,55420
1279852,occ,,,169709,Leptolepidites psarosus,species,277938,,Leptolepidites psarosus,species,277938,Late Aptian,Early Albian,119.5,109.9,55420
1283211,occ,,,28006,Ruffordia goepperti,species,414129,,Ruffordia goepperti,species,414129,Late Barremian,,125.77,121.4,55576
1283212,occ,,,28006,Weichselia reticulata,species,452623,,Weichselia reticulata,species,452622,Late Barremian,,125.77,121.4,55576
1284358,occ,,,170888,Ischyosporites variegatus,species,325744,,Ischyosporites variegatus,species,325744,Late Cretaceous,Eocene,100.5,33.9,55520
1284359,occ,,F,170888,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Late Cretaceous,Eocene,100.5,33.9,55520
1284360,occ,,,170888,Cibotiidites tuberculiformis,species,485803,recombined as,Trilites tuberculiformis,species,276587,Late Cretaceous,Eocene,100.5,33.9,55520
1284361,occ,,,170888,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Cretaceous,Eocene,100.5,33.9,55520
1284363,occ,,F,170888,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Cretaceous,Eocene,100.5,33.9,55520
1284364,occ,,F,170888,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Cretaceous,Eocene,100.5,33.9,55520
1284378,occ,,F,170885,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Cretaceous,Eocene,100.5,33.9,55520
1284386,occ,,F,170885,Trichotomosulcites subgranulatus,species,277505,,Trichotomosulcites subgranulatus,species,277505,Late Cretaceous,Eocene,100.5,33.9,55520
1284395,occ,,,170882,Ischyosporites variegatus,species,325744,,Ischyosporites variegatus,species,325744,Late Cretaceous,Eocene,100.5,33.9,55520
1284396,occ,,,170882,Cibotiidites tuberculiformis,species,485803,recombined as,Trilites tuberculiformis,species,276587,Late Cretaceous,Eocene,100.5,33.9,55520
1284397,occ,,,170882,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Cretaceous,Eocene,100.5,33.9,55520
1284399,occ,,F,170882,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Cretaceous,Eocene,100.5,33.9,55520
1284400,occ,,F,170882,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Cretaceous,Eocene,100.5,33.9,55520
1284407,occ,,F,170882,Trichotomosulcites subgranulatus,species,277505,,Trichotomosulcites subgranulatus,species,277505,Late Cretaceous,Eocene,100.5,33.9,55520
1284417,occ,,,170893,Ischyosporites variegatus,species,325744,,Ischyosporites variegatus,species,325744,Late Cretaceous,Eocene,100.5,33.9,55520
1284418,occ,,,170893,Cibotiidites tuberculiformis,species,485803,recombined as,Trilites tuberculiformis,species,276587,Late Cretaceous,Eocene,100.5,33.9,55520
1284419,occ,,F,170893,Cyathidites australis,species,252473,,Cyathidites australis,species,252473,Late Cretaceous,Eocene,100.5,33.9,55520
1284420,occ,,,170893,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Cretaceous,Eocene,100.5,33.9,55520
1284422,occ,,F,170893,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Cretaceous,Eocene,100.5,33.9,55520
1284423,occ,,F,170893,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Cretaceous,Eocene,100.5,33.9,55520
1284427,occ,,F,170893,Trichotomosulcites subgranulatus,species,277505,,Trichotomosulcites subgranulatus,species,277505,Late Cretaceous,Eocene,100.5,33.9,55520
1284433,occ,,,170892,Ischyosporites variegatus,species,325744,,Ischyosporites variegatus,species,325744,Late Cretaceous,Eocene,100.5,33.9,55520
1284434,occ,,,170892,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Cretaceous,Eocene,100.5,33.9,55520
1284435,occ,,F,170892,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Cretaceous,Eocene,100.5,33.9,55520
1284436,occ,,F,170892,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Cretaceous,Eocene,100.5,33.9,55520
1284437,occ,,,170892,Rugulatisporites mallatus,species,264494,,Rugulatisporites mallatus,species,264494,Late Cretaceous,Eocene,100.5,33.9,55520
1284454,occ,,F,170895,Trichotomosulcites subgranulatus,species,277505,,Trichotomosulcites subgranulatus,species,277505,Late Cretaceous,Eocene,100.5,33.9,55520
1284456,occ,,,170905,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Cretaceous,Eocene,100.5,33.9,55520
1284457,occ,,F,170905,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Cretaceous,Eocene,100.5,33.9,55520
1284462,occ,,F,170905,Trichotomosulcites subgranulatus,species,277505,,Trichotomosulcites subgranulatus,species,277505,Late Cretaceous,Eocene,100.5,33.9,55520
1284466,occ,,,170906,Ischyosporites variegatus,species,325744,,Ischyosporites variegatus,species,325744,Late Cretaceous,Eocene,100.5,33.9,55520
1284468,occ,,,170906,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Cretaceous,Eocene,100.5,33.9,55520
1284469,occ,,F,170906,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Cretaceous,Eocene,100.5,33.9,55520
1284470,occ,,F,170906,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Late Cretaceous,Eocene,100.5,33.9,55520
1284483,occ,,,170897,Cyathidites minor,species,252470,,Cyathidites minor,species,252470,Late Cretaceous,Eocene,100.5,33.9,55520
1284488,occ,,F,170907,Gleicheniidites senonicus,species,252492,,Gleicheniidites senonicus,species,252492,Late Cretaceous,Eocene,100.5,33.9,55520
1284491,occ,,F,170907,Trichotomosulcites subgranulatus,species,277505,,Trichotomosulcites subgranulatus,species,277505,Late Cretaceous,Eocene,100.5,33.9,55520
1284614,occ,,,22645,Matonidium goepperti,species,410763,,Matonidium goepperti,species,410763,Barremian,Early Aptian,125.77,119.5,55637
1284618,occ,,,22645,Ruffordia goepperti,species,414129,,Ruffordia goepperti,species,414129,Barremian,Early Aptian,125.77,119.5,55637
1284623,occ,,,22645,Cladophlebis dunkeri,species,447926,subjective synonym of,Cladophlebis ungeri,species,447922,Barremian,Early Aptian,125.77,119.5,55637
1284624,occ,,,22645,Leckenbya valdensis,species,410288,,Leckenbya valdensis,species,410287,Barremian,Early Aptian,125.77,119.5,55637
1284734,occ,,F,169981,Dictyophyllidites arcuatus,species,252532,,Dictyophyllidites arcuatus,species,252532,Late Oligocene,Early Miocene,27.82,15.98,55644
1286093,occ,,,136911,Deltoidospora australis,species,276949,,Deltoidospora australis,species,276949,Middle Eocene,Late Eocene,47.8,33.9,55760
1286094,occ,,F,136911,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Middle Eocene,Late Eocene,47.8,33.9,55760
1286096,occ,,,136911,Matonisporites ornamentalis,species,264489,,Matonisporites ornamentalis,species,264489,Middle Eocene,Late Eocene,47.8,33.9,55760
1286097,occ,,F,136911,Trilites parvallatus,species,276586,,Trilites parvallatus,species,276586,Middle Eocene,Late Eocene,47.8,33.9,55760
1286102,occ,,F,171385,Deltoidospora minor,species,252545,,Deltoidospora minor,species,252545,Early Eocene,,56,47.8,55760
1286103,occ,,,171385,Foveotriletes cf. palaequetrus,species,264483,,Foveotriletes palaequetrus,species,264483,Early Eocene,,56,47.8,55760
1286104,occ,,,171385,Trilites tuberculiformis,species,276587,,Trilites tuberculiformis,species,276587,Early Eocene,,56,47.8,55760
1286105,occ,,F,171385,Laevigatosporites ovatus,species,252494,,Laevigatosporites ovatus,species,252494,Early Eocene,,56,47.8,55760
1286106,occ,,F,171385,Monolites alveolatus,species,320915,,Monolites alveolatus,species,320915,Early Eocene,,56,47.8,55760
1286676,occ,,F,153415,Todea n. sp. amissa,species,324830,,Todea amissa,species,324830,Early Eocene,,56,47.8,55786
1289056,occ,,F,152264,Baculatisporites comaumensis,species,252530,,Baculatisporites comaumensis,species,252530,Danian,,66,61.6,55886
1289059,occ,,F,152264,Clavifera triplex,species,276522,,Clavifera triplex,species,276522,Danian,,66,61.6,55886
